instance sat family size vbdpd vbbjdpd
si6-b03-m200.08 1 3 200 22 18
si6-b03-m200.07 1 3 200 13 13
si6-b03-m200.09 1 3 200 13 14
si6-b03-m200.05 1 3 200 14 15
si6-b03-m200.02 1 3 200 13 14
si6-b03-m200.06 1 3 200 22 13
si6-b03-m200.00 1 3 200 13 13
si6-b09-m200.09 1 3 200 111 112
si6-b09-m200.06 1 3 200 74 76
si6-b09-m200.08 1 3 200 84 115
si6-b09-m200.03 1 3 200 95 89
si6-b09-m200.00 1 3 200 73 75
si6-b09-m200.02 1 3 200 117 90
si6-b09-m200.07 1 3 200 74 100
si6-b09-m200.04 1 3 200 116 76
si6-b09-m200.01 1 3 200 76 76
si6-b09-m200.05 1 3 200 74 82
g10-g11 0 2 42 1 1
g10-g12 0 2 48 1 1
g10-g13 0 2 49 2 2
g10-g14 0 2 50 1 1
g10-g15 0 2 50 4 6
g10-g16 0 2 53 16 16
g10-g20 1 2 64 9 12
g10-g21 1 2 64 77 81
g10-g22 0 2 67 19 19
g10-g23 0 2 73 311067 330485
g10-g25 0 2 75 1 1
g10-g26 0 2 80 1069450 1136407
g10-g27 1 2 86 3260544 3440473
g10-g28 0 2 97 1 1
g10-g29 1 2 100 15 12
g10-g30 1 2 100 12 17
g10-g31 1 2 100 13 14
g10-g32 1 2 100 606 605
g10-g33 0 2 101 5 7
g10-g37 0 2 120 14011 14242
g10-g38 0 2 121 3 3
g10-g40 1 2 121 185 185
g10-g41 0 2 128 6 6
g10-g42 0 2 128 27 20
g10-g43 1 2 128 389 383
g10-g44 1 2 128 32 26
g10-g45 1 2 128 26 22
g10-g46 1 2 128 3361 3474
g10-g47 1 2 128 3572 3806
g10-g48 1 2 128 174 181
g10-g49 1 2 128 284 405
g10-g50 1 2 128 147 147
g11-g12 0 2 48 2 2
g11-g13 0 2 49 2 2
g11-g14 0 2 50 1 1
g11-g15 0 2 50 3 3
g11-g16 0 2 53 4 2
g11-g20 1 2 64 251 258
g11-g21 1 2 64 79 83
g11-g22 0 2 67 3 2
g11-g23 0 2 73 8 12
g11-g25 0 2 75 3 3
g11-g26 0 2 80 7 7
g11-g27 0 2 86 75572 71785
g11-g28 0 2 97 1 1
g11-g29 0 2 100 3763 3976
g11-g30 0 2 100 3382 3589
g11-g31 0 2 100 23044 24422
g11-g32 1 2 100 606 607
g11-g33 0 2 101 4 4
g11-g37 0 2 120 11 11
g11-g38 0 2 121 5 5
g11-g40 1 2 121 189 187
g11-g41 0 2 128 5 3
g11-g42 0 2 128 8 8
g11-g43 1 2 128 100000000 100000000
g11-g44 0 2 128 16312 16993
g11-g45 0 2 128 17607 16784
g11-g46 0 2 128 94 97
g11-g47 0 2 128 93 95
g11-g48 0 2 128 207 214
g11-g49 0 2 128 4912244 4998968
g11-g50 1 2 128 152 158
g12-g20 0 2 64 27 27
g12-g21 1 2 64 81 81
g12-g23 0 2 73 4 4
g12-g26 0 2 80 4 5
g12-g27 0 2 86 7 6
g12-g29 0 2 100 29 19
g12-g30 0 2 100 19 19
g12-g31 0 2 100 36 33
g12-g32 1 2 100 610 612
g12-g38 0 2 121 3 3
g12-g40 1 2 121 262 261
g12-g43 0 2 128 19 20
g12-g44 0 2 128 37 52
g12-g45 0 2 128 33 37
g12-g46 0 2 128 13 13
g12-g47 0 2 128 18 19
g12-g48 0 2 128 17 17
g12-g50 1 2 128 153 153
g13-g15 1 2 50 5 5
g13-g20 0 2 64 115 118
g13-g21 1 2 64 81 81
g13-g23 0 2 73 8 8
g13-g25 0 2 75 1 1
g13-g26 0 2 80 7 7
g13-g27 0 2 86 171 137
g13-g29 0 2 100 18 18
g13-g30 0 2 100 18 18
g13-g31 0 2 100 22 23
g13-g32 1 2 100 613 631
g13-g38 0 2 121 2 2
g13-g40 1 2 121 192 192
g13-g43 1 2 128 7710186 2007594
g13-g44 0 2 128 34 36
g13-g45 0 2 128 34 35
g13-g46 0 2 128 18 18
g13-g47 0 2 128 18 18
g13-g48 0 2 128 19 20
g13-g49 0 2 128 36 37
g13-g50 1 2 128 154 155
g14-g15 0 2 50 2 3
g14-g20 0 2 64 868 662
g14-g21 1 2 64 80 96
g14-g23 0 2 73 5 5
g14-g25 0 2 75 1 1
g14-g26 0 2 80 12 12
g14-g27 1 2 86 55 53
g14-g29 0 2 100 17 17
g14-g30 0 2 100 17 17
g14-g31 0 2 100 20 20
g14-g32 1 2 100 608 605
g14-g38 0 2 121 3 3
g14-g40 1 2 121 190 190
g14-g43 1 2 128 21 21
g14-g44 0 2 128 31 34
g14-g45 0 2 128 30 31
g14-g46 0 2 128 17 20
g14-g47 0 2 128 17 17
g14-g48 0 2 128 26 25
g14-g49 1 2 128 16464 459
g14-g50 1 2 128 152 152
g15-g20 0 2 64 25 25
g15-g21 1 2 64 82 82
g15-g23 0 2 73 8 8
g15-g25 0 2 75 2 2
g15-g26 0 2 80 8 8
g15-g27 0 2 86 19 13
g15-g29 0 2 100 19 25
g15-g30 0 2 100 18 18
g15-g31 0 2 100 22 21
g15-g32 1 2 100 615 609
g15-g38 0 2 121 2 2
g15-g40 1 2 121 195 195
g15-g43 1 2 128 5903356 704968
g15-g44 0 2 128 40 34
g15-g45 0 2 128 34 34
g15-g46 0 2 128 16 16
g15-g47 0 2 128 22 22
g15-g48 0 2 128 20 20
g15-g49 0 2 128 48 48
g15-g50 1 2 128 183 186
g16-g20 0 2 64 582912 569627
g16-g21 1 2 64 84 85
g16-g22 0 2 67 3 2
g16-g23 0 2 73 12 12
g16-g25 0 2 75 2 2
g16-g26 0 2 80 10 16
g16-g27 0 2 86 21968 22944
g16-g28 0 2 97 1 1
g16-g29 0 2 100 59 61
g16-g30 0 2 100 87 60
g16-g31 0 2 100 119 188
g16-g32 1 2 100 616 615
g16-g33 0 2 101 4 3
g16-g37 1 2 120 32 36
g16-g38 0 2 121 2 2
g16-g40 1 2 121 214 213
g16-g43 -1 2 128 100000000 100000000
g16-g44 0 2 128 137 143
g16-g45 0 2 128 157 191
g16-g46 0 2 128 26 26
g16-g47 0 2 128 26 26
g16-g48 0 2 128 44 45
g16-g49 0 2 128 49327 50509
g16-g50 1 2 128 160 162
g17-g18 1 2 64 3 3
g17-g19 0 2 64 11 10
g17-g20 1 2 64 12 9
g17-g21 1 2 64 78 78
g17-g22 0 2 67 6 6
g17-g23 0 2 73 4 4
g17-g24 0 2 75 0 1
g17-g25 0 2 75 3 3
g17-g26 0 2 80 5 4
g17-g27 -1 2 86 100000000 100000000
g17-g28 0 2 97 1 1
g17-g29 1 2 100 12 12
g17-g30 1 2 100 17 13
g17-g31 1 2 100 20 20
g17-g32 1 2 100 611 605
g17-g33 0 2 101 51 59
g17-g34 0 2 120 4 4
g17-g35 0 2 120 12 16
g17-g36 0 2 120 10 15
g17-g37 1 2 120 7475 7898
g17-g38 0 2 121 5 5
g17-g39 1 2 121 8 10
g17-g40 1 2 121 186 185
g17-g41 0 2 128 101 106
g17-g42 0 2 128 4098 4158
g17-g43 1 2 128 100000000 100000000
g17-g44 1 2 128 25 30
g17-g45 1 2 128 27 34
g17-g46 1 2 128 14 17
g17-g47 1 2 128 21 21
g17-g48 1 2 128 15 15
g17-g49 1 2 128 23 15
g17-g50 1 2 128 148 147
g18-g19 0 2 64 5 4
g18-g20 1 2 64 4382 4888
g18-g21 1 2 64 79 79
g18-g22 0 2 67 7 7
g18-g23 0 2 73 5 5
g18-g24 0 2 75 1 1
g18-g25 0 2 75 3 3
g18-g26 0 2 80 7 7
g18-g27 0 2 86 9 7
g18-g28 0 2 97 1 1
g18-g29 1 2 100 59 64
g18-g30 1 2 100 41 30
g18-g31 1 2 100 29 36
g18-g32 1 2 100 614 606
g18-g33 0 2 101 50 50
g18-g34 0 2 120 3 3
g18-g35 0 2 120 12 14
g18-g36 0 2 120 6 5
g18-g37 0 2 120 55800 58734
g18-g38 0 2 121 5 5
g18-g39 0 2 121 19 19
g18-g40 1 2 121 187 188
g18-g41 0 2 128 162 170
g18-g42 0 2 128 372 583
g18-g43 -1 2 128 100000000 100000000
g18-g44 1 2 128 3073824 3165826
g18-g45 1 2 128 100000000 100000000
g18-g46 -1 2 128 100000000 100000000
g18-g47 -1 2 128 100000000 100000000
g18-g48 1 2 128 100000000 100000000
g18-g49 -1 2 128 100000000 100000000
g18-g50 1 2 128 149 150
g19-g20 -1 2 64 100000000 100000000
g19-g21 1 2 64 83 83
g19-g22 0 2 67 2 2
g19-g23 0 2 73 10 9
g19-g25 0 2 75 2 2
g19-g26 0 2 80 6 6
g19-g27 0 2 86 431630 450377
g19-g28 0 2 97 1 1
g19-g29 -1 2 100 15826870 16592258
g19-g30 -1 2 100 12351972 12992059
g19-g31 -1 2 100 100000000 100000000
g19-g32 1 2 100 618 638
g19-g33 0 2 101 3 3
g19-g35 0 2 120 2 4
g19-g37 0 2 120 50 50
g19-g38 0 2 121 2 2
g19-g40 1 2 121 195 195
g19-g41 0 2 128 5 5
g19-g42 0 2 128 12 13
g19-g43 -1 2 128 6049219 6213344
g19-g44 -1 2 128 100000000 100000000
g19-g45 -1 2 128 100000000 100000000
g19-g46 0 2 128 11400 11754
g19-g47 0 2 128 11140 11511
g19-g48 0 2 128 46360 47559
g19-g49 0 2 128 73786 75094
g19-g50 1 2 128 190 157
g2-g10 1 2 41 1 1
g2-g11 1 2 42 1 1
g2-g12 1 2 48 1 1
g2-g13 1 2 49 1 1
g2-g14 1 2 50 1 1
g2-g15 1 2 50 2 2
g2-g16 1 2 53 2 2
g2-g17 1 2 64 0 0
g2-g18 1 2 64 1 1
g2-g19 1 2 64 1 1
g2-g20 1 2 64 6 6
g2-g21 1 2 64 74 74
g2-g22 1 2 67 1 1
g2-g23 1 2 73 3 4
g2-g24 0 2 75 1 2
g2-g25 1 2 75 1 1
g2-g26 1 2 80 4 4
g2-g27 1 2 86 7 7
g2-g28 1 2 97 2 2
g2-g29 1 2 100 7 7
g2-g3 0 2 10 0 0
g2-g30 1 2 100 7 8
g2-g31 1 2 100 11 10
g2-g32 1 2 100 602 596
g2-g33 1 2 101 2 3
g2-g34 1 2 120 1 1
g2-g35 1 2 120 2 3
g2-g36 1 2 120 2 2
g2-g37 1 2 120 5 6
g2-g38 1 2 121 2 2
g2-g39 1 2 121 2 2
g2-g4 1 2 10 0 0
g2-g40 1 2 121 183 183
g2-g41 1 2 128 3 3
g2-g42 1 2 128 3 3
g2-g43 1 2 128 10 9
g2-g44 1 2 128 12 12
g2-g45 1 2 128 16 15
g2-g46 1 2 128 7 7
g2-g47 1 2 128 9 7
g2-g48 1 2 128 10 11
g2-g49 1 2 128 10 11
g2-g5 1 2 11 0 0
g2-g50 1 2 128 142 141
g2-g6 1 2 19 0 0
g2-g7 1 2 20 0 0
g2-g8 1 2 30 0 0
g2-g9 1 2 37 0 0
g20-g21 1 2 64 136 139
g20-g23 0 2 73 7 8
g20-g26 0 2 80 7 7
g20-g27 0 2 86 9 9
g20-g29 0 2 100 13 13
g20-g30 0 2 100 13 13
g20-g31 0 2 100 16 16
g20-g32 1 2 100 647 645
g20-g38 0 2 121 9 9
g20-g40 -1 2 121 100000000 100000000
g20-g43 0 2 128 12 12
g20-g44 0 2 128 14 14
g20-g45 0 2 128 14 15
g20-g48 0 2 128 13 13
g20-g50 -1 2 128 100000000 100000000
g21-g27 0 2 86 79 78
g21-g32 1 2 100 763 766
g21-g40 0 2 121 272 280
g21-g50 0 2 128 216 266
g22-g23 0 2 73 7 7
g22-g25 0 2 75 3 3
g22-g26 0 2 80 6 6
g22-g27 0 2 86 28 36
g22-g28 0 2 97 2 1
g22-g29 0 2 100 38 38
g22-g30 0 2 100 25 24
g22-g31 0 2 100 28 29
g22-g32 1 2 100 615 613
g22-g33 0 2 101 6 6
g22-g37 1 2 120 18 18
g22-g38 0 2 121 3 3
g22-g40 1 2 121 197 196
g22-g43 -1 2 128 100000000 100000000
g22-g44 0 2 128 46 47
g22-g45 0 2 128 45 45
g22-g46 0 2 128 25 25
g22-g47 0 2 128 25 25
g22-g48 0 2 128 26 27
g22-g49 -1 2 128 100000000 100000000
g22-g50 1 2 128 158 166
g23-g27 0 2 86 21 21
g23-g32 1 2 100 631 632
g23-g40 1 2 121 3402077 61582
g23-g50 1 2 128 173 173
g24-g25 0 2 75 1 2
g24-g26 1 2 80 5 5
g24-g27 1 2 86 5 7
g24-g28 0 2 97 3 2
g24-g29 0 2 100 100000000 5884
g24-g30 0 2 100 100000000 6866
g24-g31 0 2 100 100000000 52919
g24-g32 1 2 100 606 606
g24-g33 0 2 101 4 3
g24-g35 0 2 120 4 5
g24-g36 0 2 120 4 5
g24-g37 1 2 120 9 9
g24-g38 0 2 121 5 5
g24-g39 0 2 121 4 3
g24-g40 1 2 121 185 183
g24-g41 0 2 128 3 3
g24-g42 1 2 128 5 5
g24-g43 1 2 128 19 13
g24-g44 0 2 128 22 22
g24-g45 0 2 128 24 24
g24-g46 0 2 128 11 10
g24-g47 0 2 128 11 10
g24-g48 0 2 128 100000000 95
g24-g49 1 2 128 12 11
g24-g50 1 2 128 143 144
g25-g26 1 2 80 9 6
g25-g27 0 2 86 521 362
g25-g29 0 2 100 14 15
g25-g30 0 2 100 17 17
g25-g31 0 2 100 16 16
g25-g32 1 2 100 604 603
g25-g38 0 2 121 5 3
g25-g40 1 2 121 188 187
g25-g43 1 2 128 267 207
g25-g44 0 2 128 24 23
g25-g45 0 2 128 23 23
g25-g46 0 2 128 12 12
g25-g47 0 2 128 12 12
g25-g48 0 2 128 21 21
g25-g49 1 2 128 22 15
g25-g50 1 2 128 148 148
g26-g27 0 2 86 15 16
g26-g32 1 2 100 633 665
g26-g40 1 2 121 388 219
g26-g50 1 2 128 176 181
g27-g32 1 2 100 659 650
g27-g50 1 2 128 351 352
g28-g29 1 2 100 12 12
g28-g30 1 2 100 12 12
g28-g31 1 2 100 13 13
g28-g32 1 2 100 606 604
g28-g33 0 2 101 5 3
g28-g37 1 2 120 100000000 100000000
g28-g38 0 2 121 2 2
g28-g40 1 2 121 188 190
g28-g43 -1 2 128 100000000 100000000
g28-g44 1 2 128 21 21
g28-g45 1 2 128 22 22
g28-g46 1 2 128 18 18
g28-g47 1 2 128 1106 20
g28-g48 1 2 128 19 19
g28-g49 1 2 128 100000000 100000000
g28-g50 1 2 128 146 147
g29-g30 0 2 100 17 17
g29-g31 1 2 100 54 53
g29-g32 1 2 100 695 687
g29-g40 -1 2 121 100000000 100000000
g29-g44 0 2 128 20 20
g29-g45 0 2 128 19 19
g29-g50 0 2 128 222 221
g3-g10 0 2 41 5 5
g3-g11 0 2 42 1 1
g3-g12 0 2 48 1 1
g3-g13 1 2 49 2 2
g3-g14 1 2 50 2 2
g3-g15 1 2 50 2 2
g3-g16 1 2 53 3 3
g3-g17 0 2 64 1 1
g3-g18 0 2 64 0 0
g3-g19 0 2 64 2 2
g3-g20 1 2 64 6 6
g3-g21 1 2 64 74 75
g3-g22 1 2 67 2 3
g3-g23 1 2 73 4 3
g3-g24 0 2 75 0 1
g3-g25 1 2 75 1 1
g3-g26 1 2 80 5 5
g3-g27 1 2 86 5 6
g3-g28 0 2 97 0 1
g3-g29 1 2 100 8 9
g3-g30 1 2 100 10 11
g3-g31 1 2 100 11 12
g3-g32 1 2 100 623 622
g3-g33 0 2 101 7 7
g3-g34 0 2 120 1 1
g3-g35 1 2 120 5 6
g3-g36 0 2 120 4 4
g3-g37 1 2 120 5 5
g3-g38 0 2 121 2 2
g3-g39 0 2 121 6 7
g3-g4 1 2 10 0 0
g3-g40 1 2 121 188 180
g3-g41 0 2 128 14 15
g3-g42 1 2 128 7 5
g3-g43 1 2 128 21 21
g3-g44 1 2 128 17 12
g3-g45 1 2 128 17 18
g3-g46 1 2 128 9 10
g3-g47 1 2 128 10 10
g3-g48 1 2 128 8 8
g3-g49 1 2 128 8 8
g3-g5 0 2 11 0 0
g3-g50 1 2 128 141 143
g3-g6 0 2 19 0 0
g3-g7 0 2 20 0 0
g3-g8 0 2 30 1 1
g3-g9 0 2 37 1 1
g30-g31 0 2 100 51 51
g30-g32 0 2 100 693 696
g30-g40 0 2 121 276 276
g30-g44 0 2 128 19 19
g30-g45 0 2 128 19 25
g30-g50 0 2 128 214 216
g31-g32 1 2 100 698 692
g31-g40 -1 2 121 100000000 100000000
g31-g50 0 2 128 181 181
g33-g37 0 2 120 76 76
g33-g38 0 2 121 4 5
g33-g40 1 2 121 208 209
g33-g43 0 2 128 24 24
g33-g44 0 2 128 50538 48722
g33-g45 0 2 128 45161 43665
g33-g46 0 2 128 46 45
g33-g47 0 2 128 46 47
g33-g48 0 2 128 94 85
g33-g49 0 2 128 1699090 1705280
g33-g50 1 2 128 100000000 100000000
g34-g35 0 2 120 19 12
g34-g36 0 2 120 17 17
g34-g37 0 2 120 1195356 1239950
g34-g38 0 2 121 9 9
g34-g39 0 2 121 16 18
g34-g40 1 2 121 195 195
g34-g41 0 2 128 34 36
g34-g42 0 2 128 189 189
g34-g43 0 2 128 19 19
g34-g44 0 2 128 33 23
g34-g45 0 2 128 22 22
g34-g46 -1 2 128 100000000 100000000
g34-g47 -1 2 128 100000000 100000000
g34-g48 -1 2 128 100000000 100000000
g34-g49 -1 2 128 100000000 100000000
g34-g50 -1 2 128 100000000 100000000
g35-g37 1 2 120 1343 1355
g35-g38 0 2 121 6 7
g35-g40 1 2 121 94959372 99239506
g35-g41 0 2 128 10 10
g35-g42 0 2 128 9 8
g35-g43 0 2 128 34 24
g35-g44 0 2 128 31 31
g35-g45 0 2 128 30 30
g35-g46 0 2 128 35 35
g35-g47 0 2 128 52 36
g35-g48 0 2 128 37 42
g35-g49 0 2 128 100000000 100000000
g35-g50 1 2 128 2116 2016
g36-g37 1 2 120 587 466
g36-g38 0 2 121 4 5
g36-g40 1 2 121 327 335
g36-g41 0 2 128 16 16
g36-g42 0 2 128 7 10
g36-g43 0 2 128 19 19
g36-g44 0 2 128 36 53
g36-g45 0 2 128 36 37
g36-g46 0 2 128 55 56
g36-g47 0 2 128 56 56
g36-g48 0 2 128 88 91
g36-g49 0 2 128 31 31
g36-g50 -1 2 128 100000000 100000000
g37-g38 0 2 121 6 6
g37-g40 -1 2 121 2449505 2364634
g37-g43 0 2 128 17 17
g37-g44 0 2 128 63 68
g37-g45 0 2 128 63 64
g37-g46 0 2 128 81 81
g37-g47 0 2 128 118 122
g37-g48 0 2 128 91 91
g37-g49 0 2 128 21 21
g37-g50 -1 2 128 100000000 100000000
g38-g40 1 2 121 100000000 942154
g38-g43 0 2 128 12 12
g38-g44 0 2 128 31 31
g38-g45 0 2 128 32 32
g38-g50 1 2 128 158 159
g39-g40 1 2 121 565091 615272
g39-g41 0 2 128 11 11
g39-g42 0 2 128 19 19
g39-g43 0 2 128 37 38
g39-g44 0 2 128 35 46
g39-g45 0 2 128 30 37
g39-g46 0 2 128 61 62
g39-g47 0 2 128 98 101
g39-g48 0 2 128 109 140
g39-g49 -1 2 128 100000000 100000000
g39-g50 -1 2 128 100000000 100000000
g4-g10 0 2 41 0 0
g4-g11 0 2 42 0 0
g4-g12 0 2 48 1 1
g4-g13 0 2 49 1 1
g4-g14 0 2 50 1 0
g4-g15 1 2 50 1 2
g4-g16 0 2 53 1 1
g4-g20 0 2 64 14 14
g4-g21 1 2 64 81 82
g4-g22 0 2 67 1 1
g4-g23 1 2 73 4 6
g4-g25 1 2 75 1 1
g4-g26 1 2 80 6 6
g4-g27 1 2 86 7 6
g4-g28 0 2 97 0 0
g4-g29 0 2 100 9 9
g4-g30 0 2 100 12 12
g4-g31 0 2 100 11 11
g4-g32 1 2 100 608 601
g4-g33 0 2 101 2 2
g4-g37 0 2 120 11 12
g4-g38 0 2 121 1 1
g4-g40 1 2 121 209 204
g4-g41 0 2 128 3 3
g4-g42 0 2 128 6 6
g4-g43 1 2 128 23 24
g4-g44 0 2 128 18 18
g4-g45 0 2 128 18 18
g4-g46 0 2 128 19 18
g4-g47 0 2 128 13 14
g4-g48 0 2 128 16 15
g4-g49 1 2 128 34 35
g4-g5 0 2 11 0 0
g4-g50 1 2 128 142 142
g4-g6 0 2 19 0 0
g4-g7 0 2 20 0 0
g4-g9 0 2 37 0 0
g40-g50 0 2 128 302 304
g41-g42 0 2 128 8 11
g41-g43 0 2 128 30 30
g41-g44 0 2 128 52 55
g41-g45 0 2 128 41 41
g41-g46 0 2 128 65 65
g41-g47 0 2 128 67 67
g41-g48 0 2 128 157 161
g41-g49 0 2 128 100000000 100000000
g41-g50 -1 2 128 100000000 100000000
g42-g43 0 2 128 43 45
g42-g44 0 2 128 54 56
g42-g45 0 2 128 38 38
g42-g46 0 2 128 45 45
g42-g47 0 2 128 46 45
g42-g48 0 2 128 49 49
g42-g49 -1 2 128 100000000 100000000
g42-g50 -1 2 128 100000000 100000000
g43-g44 0 2 128 33 48
g43-g45 0 2 128 47 48
g43-g50 -1 2 128 100000000 100000000
g44-g45 0 2 128 20 19
g44-g50 0 2 128 171 172
g45-g50 0 2 128 170 171
g46-g47 0 2 128 25 22
g46-g48 1 2 128 65 90
g46-g50 0 2 128 179 180
g47-g48 0 2 128 73 78
g47-g50 0 2 128 153 153
g48-g50 0 2 128 154 182
g49-g50 -1 2 128 100000000 100000000
g5-g11 0 2 42 0 0
g5-g12 0 2 48 0 1
g5-g13 1 2 49 2 2
g5-g14 1 2 50 3 2
g5-g15 1 2 50 2 2
g5-g16 0 2 53 4 3
g5-g20 1 2 64 7 8
g5-g21 1 2 64 75 81
g5-g22 1 2 67 4 4
g5-g23 1 2 73 3 4
g5-g25 1 2 75 1 1
g5-g26 1 2 80 5 5
g5-g27 1 2 86 8 9
g5-g28 0 2 97 0 1
g5-g29 1 2 100 8 8
g5-g30 1 2 100 8 8
g5-g31 1 2 100 10 10
g5-g32 1 2 100 602 599
g5-g33 0 2 101 5 3
g5-g37 1 2 120 5 5
g5-g38 0 2 121 2 2
g5-g40 1 2 121 184 184
g5-g41 1 2 128 10 9
g5-g42 1 2 128 16 17
g5-g43 1 2 128 19 15
g5-g44 1 2 128 15 13
g5-g45 1 2 128 13 13
g5-g46 1 2 128 11 11
g5-g47 1 2 128 12 13
g5-g48 1 2 128 9 9
g5-g49 1 2 128 9 9
g5-g50 1 2 128 141 142
g5-g6 0 2 19 0 0
g5-g7 0 2 20 0 0
g6-g11 0 2 42 3 3
g6-g12 0 2 48 1 1
g6-g13 1 2 49 8 4
g6-g14 1 2 50 4 4
g6-g15 1 2 50 11 11
g6-g16 1 2 53 2 2
g6-g20 1 2 64 9 7
g6-g21 1 2 64 75 76
g6-g22 0 2 67 1 1
g6-g23 1 2 73 7 7
g6-g25 1 2 75 139 205
g6-g26 1 2 80 4 4
g6-g27 1 2 86 4 4
g6-g28 0 2 97 0 0
g6-g29 1 2 100 9 9
g6-g30 1 2 100 9 9
g6-g31 1 2 100 13 10
g6-g32 1 2 100 605 598
g6-g33 0 2 101 3 3
g6-g37 1 2 120 9 6
g6-g38 0 2 121 3 3
g6-g40 1 2 121 182 182
g6-g41 0 2 128 4 4
g6-g42 0 2 128 7 7
g6-g43 1 2 128 16 16
g6-g44 1 2 128 17 17
g6-g45 1 2 128 15 15
g6-g46 1 2 128 9 10
g6-g47 1 2 128 9 9
g6-g48 1 2 128 10 10
g6-g49 1 2 128 10 10
g6-g50 1 2 128 143 145
g6-g7 0 2 20 0 0
g7-g11 0 2 42 0 0
g7-g12 0 2 48 1 1
g7-g13 0 2 49 1 0
g7-g14 0 2 50 1 0
g7-g15 0 2 50 0 0
g7-g16 0 2 53 1 1
g7-g20 0 2 64 192 224
g7-g21 1 2 64 77 76
g7-g22 0 2 67 1 1
g7-g23 0 2 73 2 2
g7-g25 0 2 75 1 1
g7-g26 0 2 80 2 3
g7-g27 0 2 86 4 4
g7-g28 0 2 97 0 1
g7-g29 0 2 100 29 30
g7-g30 0 2 100 29 51
g7-g31 0 2 100 42 43
g7-g32 1 2 100 618 619
g7-g33 0 2 101 2 2
g7-g37 0 2 120 9 13
g7-g38 1 2 121 4 5
g7-g40 1 2 121 229 232
g7-g41 0 2 128 2 2
g7-g42 0 2 128 3 3
g7-g43 0 2 128 78839621 83224514
g7-g44 0 2 128 38 42
g7-g45 0 2 128 42 44
g7-g46 0 2 128 25 25
g7-g47 0 2 128 25 25
g7-g48 0 2 128 49 32
g7-g49 0 2 128 20093 21154
g7-g50 1 2 128 144 145
g8-g10 0 2 41 1 1
g8-g11 0 2 42 1 1
g8-g12 0 2 48 1 1
g8-g13 0 2 49 19 16
g8-g14 0 2 50 4 4
g8-g15 0 2 50 1031 1080
g8-g16 1 2 53 3 3
g8-g19 0 2 64 1 1
g8-g20 1 2 64 9 8
g8-g21 1 2 64 83 78
g8-g22 0 2 67 6 5
g8-g23 0 2 73 2559 1876
g8-g25 0 2 75 1 1
g8-g26 0 2 80 1469 1548
g8-g27 1 2 86 135 114
g8-g28 0 2 97 0 0
g8-g29 1 2 100 14 14
g8-g30 1 2 100 29 30
g8-g31 1 2 100 20 19
g8-g32 1 2 100 607 611
g8-g33 0 2 101 4 4
g8-g35 0 2 120 8 8
g8-g36 0 2 120 8 13
g8-g37 1 2 120 17 18
g8-g38 0 2 121 3 3
g8-g40 1 2 121 184 190
g8-g41 0 2 128 6 4
g8-g42 0 2 128 9 10
g8-g43 1 2 128 15 15
g8-g44 1 2 128 19 20
g8-g45 1 2 128 19 20
g8-g46 0 2 128 448 465
g8-g47 0 2 128 442 456
g8-g48 0 2 128 5704 6026
g8-g49 1 2 128 17 17
g8-g50 1 2 128 145 146
g8-g9 0 2 37 0 0
g9-g10 0 2 41 0 0
g9-g11 0 2 42 1 2
g9-g12 0 2 48 2 2
g9-g13 0 2 49 4 4
g9-g14 0 2 50 2 3
g9-g15 0 2 50 21465 17795
g9-g16 0 2 53 4 4
g9-g20 1 2 64 8 8
g9-g21 1 2 64 77 77
g9-g22 0 2 67 3 3
g9-g23 1 2 73 14 6
g9-g25 0 2 75 1 1
g9-g26 1 2 80 9 9
g9-g27 1 2 86 85 68
g9-g28 0 2 97 1 1
g9-g29 0 2 100 100000000 246
g9-g30 0 2 100 100000000 375
g9-g31 0 2 100 100000000 1713
g9-g32 1 2 100 606 599
g9-g33 0 2 101 4 4
g9-g37 0 2 120 12 13
g9-g38 0 2 121 4 5
g9-g40 1 2 121 186 184
g9-g41 0 2 128 6 6
g9-g42 0 2 128 6 7
g9-g43 1 2 128 15 15
g9-g44 0 2 128 100000000 10435
g9-g45 0 2 128 100000000 9918
g9-g46 0 2 128 17 17
g9-g47 0 2 128 12 12
g9-g48 0 2 128 14 15
g9-g49 1 2 128 12 12
g9-g50 1 2 128 168 150
